Add_to_lib	group	ISF	name	super class (HMDB)	class (HMDB)	sub class (HMDB)	accession (HMDB)	name (HMDB)	core (LMSD)	main_class (LMSD)	sub_class (LMSD)	lm_id (LMSD)	name (LMSD)	abbrev (LMSD)	abbrev_chains (LMSD)	InChIKey	formula	adduct	feature_m/z	matching_peaks (median)	peak_shape (median)	confidence level	Min.	1st Qu.	Median	3rd Qu.	Max.	%detected	detected_liver	detected_plasma	detected_cm	detected_mouse	Folch1_A_Pos_2uL	Folch1_A_Pos_4uL	Folch2_A_Pos_2uL	Folch2_A_Pos_4uL	Folch3_A_Pos_2uL	Folch3_A_Pos_4uL	MTBE1_A_Pos_2uL	MTBE1_A_Pos_4uL	MTBE2_A_Pos_2uL	MTBE2_A_Pos_4uL	MTBE3_A_Pos_2uL	MTBE3_A_Pos_4uL	MeOHACN1_A_Pos_2uL	MeOHACN1_A_Pos_4uL	NASH_CM_A_Pos_IDA_HRes_QC-1	NASH_CM_A_Pos_IDA_HRes_QC-2	NASH_CM_A_Pos_IDA_HRes_QC-3	NASH_CM_A_Pos_IDA_HRes_QC-4	NASH_CM_A_Pos_IDA_HRes_QC-5	NASH_CM_A_Pos_IDA_Hsens_QC-1	NASH_CM_A_Pos_IDA_Hsens_QC-2	NASH_CM_A_Pos_IDA_Hsens_QC-3	NASH_CM_A_Pos_IDA_Hsens_QC-4	NASH_CM_A_Pos_IDA_Hsens_QC-5	NASH_Liver_A_Pos_IDA_HRes_QC-1 (3)	NASH_Liver_A_Pos_IDA_HRes_QC-2	NASH_Liver_A_Pos_IDA_HRes_QC-3	NASH_Liver_A_Pos_IDA_HRes_QC-4	NASH_Liver_A_Pos_IDA_HRes_QC-5	NASH_Liver_A_Pos_IDA_Hsens_QC-1	NASH_Liver_A_Pos_IDA_Hsens_QC-2	NASH_Liver_A_Pos_IDA_Hsens_QC-3	NASH_Liver_A_Pos_IDA_Hsens_QC-4	NASH_Liver_A_Pos_IDA_Hsens_QC-5	NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-2	NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-3	NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-4	NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-5	NASH_Plasma_A_Pos_Repeat_IDA_QC-1	NASH_Plasma_A_Pos_Repeat_IDA_QC-2	NASH_Plasma_A_Pos_Repeat_IDA_QC-3	NASH_Plasma_A_Pos_Repeat_IDA_QC-4	NASH_Plasma_A_Pos_Repeat_IDA_QC-5	RT_Folch1_A_Pos_2uL	RT_Folch1_A_Pos_4uL	RT_Folch2_A_Pos_2uL	RT_Folch2_A_Pos_4uL	RT_Folch3_A_Pos_2uL	RT_Folch3_A_Pos_4uL	RT_MTBE1_A_Pos_2uL	RT_MTBE1_A_Pos_4uL	RT_MTBE2_A_Pos_2uL	RT_MTBE2_A_Pos_4uL	RT_MTBE3_A_Pos_2uL	RT_MTBE3_A_Pos_4uL	RT_MeOHACN1_A_Pos_2uL	RT_MeOHACN1_A_Pos_4uL	RT_NASH_CM_A_Pos_IDA_HRes_QC-1	RT_NASH_CM_A_Pos_IDA_HRes_QC-2	RT_NASH_CM_A_Pos_IDA_HRes_QC-3	RT_NASH_CM_A_Pos_IDA_HRes_QC-4	RT_NASH_CM_A_Pos_IDA_HRes_QC-5	RT_NASH_CM_A_Pos_IDA_Hsens_QC-1	RT_NASH_CM_A_Pos_IDA_Hsens_QC-2	RT_NASH_CM_A_Pos_IDA_Hsens_QC-3	RT_NASH_CM_A_Pos_IDA_Hsens_QC-4	RT_NASH_CM_A_Pos_IDA_Hsens_QC-5	RT_NASH_Liver_A_Pos_IDA_HRes_QC-1 (3)	RT_NASH_Liver_A_Pos_IDA_HRes_QC-2	RT_NASH_Liver_A_Pos_IDA_HRes_QC-3	RT_NASH_Liver_A_Pos_IDA_HRes_QC-4	RT_NASH_Liver_A_Pos_IDA_HRes_QC-5	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-1	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-2	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-3	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-4	RT_NASH_Liver_A_Pos_IDA_Hsens_QC-5	RT_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-2	RT_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-3	RT_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-4	RT_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-5	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-1	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-2	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-3	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-4	RT_NASH_Plasma_A_Pos_Repeat_IDA_QC-5	score_Folch1_A_Pos_2uL	score_Folch1_A_Pos_4uL	score_Folch2_A_Pos_2uL	score_Folch2_A_Pos_4uL	score_Folch3_A_Pos_2uL	score_Folch3_A_Pos_4uL	score_MTBE1_A_Pos_2uL	score_MTBE1_A_Pos_4uL	score_MTBE2_A_Pos_2uL	score_MTBE2_A_Pos_4uL	score_MTBE3_A_Pos_2uL	score_MTBE3_A_Pos_4uL	score_MeOHACN1_A_Pos_2uL	score_MeOHACN1_A_Pos_4uL	score_NASH_CM_A_Pos_IDA_HRes_QC-1	score_NASH_CM_A_Pos_IDA_HRes_QC-2	score_NASH_CM_A_Pos_IDA_HRes_QC-3	score_NASH_CM_A_Pos_IDA_HRes_QC-4	score_NASH_CM_A_Pos_IDA_HRes_QC-5	score_NASH_CM_A_Pos_IDA_Hsens_QC-1	score_NASH_CM_A_Pos_IDA_Hsens_QC-2	score_NASH_CM_A_Pos_IDA_Hsens_QC-3	score_NASH_CM_A_Pos_IDA_Hsens_QC-4	score_NASH_CM_A_Pos_IDA_Hsens_QC-5	score_NASH_Liver_A_Pos_IDA_HRes_QC-1 (3)	score_NASH_Liver_A_Pos_IDA_HRes_QC-2	score_NASH_Liver_A_Pos_IDA_HRes_QC-3	score_NASH_Liver_A_Pos_IDA_HRes_QC-4	score_NASH_Liver_A_Pos_IDA_HRes_QC-5	score_NASH_Liver_A_Pos_IDA_Hsens_QC-1	score_NASH_Liver_A_Pos_IDA_Hsens_QC-2	score_NASH_Liver_A_Pos_IDA_Hsens_QC-3	score_NASH_Liver_A_Pos_IDA_Hsens_QC-4	score_NASH_Liver_A_Pos_IDA_Hsens_QC-5	score_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-2	score_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-3	score_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-4	score_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-5	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-1	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-2	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-3	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-4	score_NASH_Plasma_A_Pos_Repeat_IDA_QC-5	CE_Folch1_A_Pos_2uL	CE_Folch1_A_Pos_4uL	CE_Folch2_A_Pos_2uL	CE_Folch2_A_Pos_4uL	CE_Folch3_A_Pos_2uL	CE_Folch3_A_Pos_4uL	CE_MTBE1_A_Pos_2uL	CE_MTBE1_A_Pos_4uL	CE_MTBE2_A_Pos_2uL	CE_MTBE2_A_Pos_4uL	CE_MTBE3_A_Pos_2uL	CE_MTBE3_A_Pos_4uL	CE_MeOHACN1_A_Pos_2uL	CE_MeOHACN1_A_Pos_4uL	CE_NASH_CM_A_Pos_IDA_HRes_QC-1	CE_NASH_CM_A_Pos_IDA_HRes_QC-2	CE_NASH_CM_A_Pos_IDA_HRes_QC-3	CE_NASH_CM_A_Pos_IDA_HRes_QC-4	CE_NASH_CM_A_Pos_IDA_HRes_QC-5	CE_NASH_CM_A_Pos_IDA_Hsens_QC-1	CE_NASH_CM_A_Pos_IDA_Hsens_QC-2	CE_NASH_CM_A_Pos_IDA_Hsens_QC-3	CE_NASH_CM_A_Pos_IDA_Hsens_QC-4	CE_NASH_CM_A_Pos_IDA_Hsens_QC-5	CE_NASH_Liver_A_Pos_IDA_HRes_QC-1 (3)	CE_NASH_Liver_A_Pos_IDA_HRes_QC-2	CE_NASH_Liver_A_Pos_IDA_HRes_QC-3	CE_NASH_Liver_A_Pos_IDA_HRes_QC-4	CE_NASH_Liver_A_Pos_IDA_HRes_QC-5	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-1	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-2	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-3	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-4	CE_NASH_Liver_A_Pos_IDA_Hsens_QC-5	CE_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-2	CE_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-3	CE_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-4	CE_NASH_Plasma_A_Pos_Repeat_IDA_Hsens_QC-5	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-1	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-2	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-3	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-4	CE_NASH_Plasma_A_Pos_Repeat_IDA_QC-5
Y	16		1,2-Diamino-2-methylpropane M+H-NH3 NIST													OPCJOXGBLDJWRM-UHFFFAOYSA-N	C4H12N2	M+H-NH3	72.0806	5	12	MSMS	11.58	11.6	11.61	11.63	11.7	0.82	1	1	1	0.928571428571429	3973.5		5877.3	6859.5	3949.8	4412.0	7708.7	11496.1	9843.0	14421.4	6135.6	9039.9	8561.2	15294.8	49413.2	48133.8	47607.2	47759.8	47455.6	53049.6	50646.5	51025.7	51375.3	50942.4	103257.5	99356.5	101079.0	100629.7	101838.3	100487.9	98260.9	102133.6	105865.8	105601.5	43956.8	43733.6	45040.8	44063.0	51528.7	47941.7	45802.6	45167.6	43846.0	11.59		11.60	11.60	11.58	11.60	11.60	11.61	11.59	11.60	11.60	11.61	11.60	11.60	11.66	11.66	11.66	11.66	11.67	11.70	11.65	11.66	11.65	11.66	11.60	11.60	11.60	11.61	11.62	11.64	11.60	11.61	11.60	11.60	11.61	11.60	11.60	11.61	11.60	11.61	11.62	11.60	11.61	0.92		0.96	0.83	0.78	0.94	0.94	0.96	0.94	0.97	0.94	0.96	0.96	0.95	0.97	0.97	0.93	0.97	0.95	0.96	0.97	0.96	0.94	0.97	0.97	0.94	0.96	0.97	0.94	0.94	0.93	0.97	0.96	0.97	0.97	0.94	0.96	0.97	0.87	0.92	0.94	0.89	0.90	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y	18		N,N-Dimethylformamide M+H FiehnHILIC --- N,N-Dimethylformamide M+H HMDB	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	HMDB0001888	N,N-Dimethylformamide								ZMXDDKWLCZADIW-UHFFFAOYSA-N	C3H7NO	M+H	74.0599	2	12	MSMS	1.25	1.25	1.25	1.25	1.26	0.12	0	0	0	0.428571428571429	3776.2	7705.9	3946.3	6463.6	4451.5	6546.5																																						1.25	1.25	1.25	1.26	1.25	1.25																																						0.89	0.90	0.77	0.89	0.92	0.86																																						0	0	0	0	0	0																																					
Y	26		1-Propanol, 3-amino- M+H NIST --- Trimethylamine N-oxide M+H HMDB --- Trimethylamine N-oxide M+H NIST	Organic nitrogen compounds	Organonitrogen compounds	Aminoxides	HMDB0000925	Trimethylamine N-oxide								UYPYRKYUKCHHIB-UHFFFAOYSA-N, WUGQZFFCHPXWKQ-UHFFFAOYSA-N	C3H9NO	M+H	76.0756	2	12	MSMS	10.07	10.12	10.15	10.16	10.16	0.12	0	0.444444444444444	0	0.142857142857143								877.2		1442.2																									960.7	920.4				1099.4	843.5										10.09		10.07																									10.16	10.15				10.16	10.16										0.99		0.98																									0.65	0.90				0.86	0.69										0		0																									0	0				0	0		
Y	30		2-Aminoethanethiol M+H FiehnHILIC --- 2-Aminopyridine M+H-NH3 NIST --- Cysteamine M+H HMDB	Organoheterocyclic compounds --- Organosulfur compounds	Pyridines and derivatives --- Thiols	Alkylthiols --- Aminopyridines and derivatives	HMDB0002991, HMDB0245026	2-Aminopyridine --- Cysteamine								ICSNLGPSRYBMBD-UHFFFAOYSA-N, UFULAYFCSOUIOV-UHFFFAOYSA-N	C2H7NS, C5H6N2	M+H, M+H-NH3	78.0336	2	12	MSMS	1.81	1.82	1.84	1.84	1.87	0.2	0.2	0	0.4	0.285714285714286										21027.5	14030.6	21938.8		25433.2						14062.4	14735.1	15259.9		13308.9	5007.6								5390.1																				1.81	1.83	1.81		1.81						1.87	1.84	1.85		1.84	1.84								1.84																				0.62	0.87	0.76		0.53						0.89	0.80	0.87		0.93	0.61								0.87																				0	0	0		0						0	0	0		0	0								0										
Y	31		Dimethyl??sulfoxide M+H FiehnHILIC	Organosulfur compounds	Sulfoxides		HMDB0002151	Dimethyl sulfoxide								IAZDPXIOMUYVGZ-UHFFFAOYSA-N	C2H6OS	M+H	79.0208	7	12	MSMS	1.69	1.71	1.71	1.72	1.73	0.55	0.9	1	1	0															31997.0	34002.8	35241.0	34105.1	33744.7	34669.0	38650.7	40953.4	37676.6	43420.5	4098.3		4379.5	3701.9	4601.8	3724.1	4295.7	4296.4	4419.6	4393.5	2468.9	2387.4	2546.8	2428.5	2726.1	2347.1	2251.3	2541.6	2776.1															1.71	1.71	1.71	1.73	1.72	1.72	1.71	1.72	1.71	1.71	1.71		1.71	1.72	1.72	1.71	1.71	1.72	1.72	1.72	1.71	1.71	1.70	1.71	1.69	1.70	1.71	1.69	1.70															0.98	0.97	0.97	0.98	0.98	0.98	0.98	0.98	0.98	0.98	0.95		0.89	0.95	0.86	0.94	0.97	0.95	0.90	0.98	0.94	0.91	0.94	0.98	0.87	0.95	0.89	0.80	0.89															0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y	34		Pyridine M+H FiehnHILIC	Organoheterocyclic compounds	Pyridines and derivatives		HMDB0000926	Pyridine								JUJWROOIHBZHMG-UHFFFAOYSA-N	C5H5N	M+H	80.0492	1	11	MSMS	1.35	1.35	1.36	1.36	1.36	0.06	0	0	0	0.214285714285714		49061.2		30974.8		29398.7																																							1.36		1.35		1.36																																							0.92		0.93		0.95																																							0		0		0																																					
Y	34		Pyridine M+H FiehnHILIC	Organoheterocyclic compounds	Pyridines and derivatives		HMDB0000926	Pyridine								JUJWROOIHBZHMG-UHFFFAOYSA-N	C5H5N	M+H	80.0492	1	12	MSMS	1.81	1.83	1.83	1.84	1.87	0.45	0.4	0	0.8	0.785714285714286	26586.2	34689.8	34396.6	43495.7	36069.0	49928.5		80024.3			67089.5	93456.7	80445.2	111475.9		60258.9	58210.2	60638.8	62727.7	64284.9	62321.8		68688.9	68412.6			73414.5	72781.5	73304.9			69340.9												1.83	1.81	1.83	1.83	1.84	1.83		1.81			1.83	1.81	1.82	1.81		1.85	1.85	1.84	1.84	1.87	1.84		1.84	1.84			1.84	1.83	1.83			1.83												0.97	0.88	1.00	0.88	1.00	0.89		0.85			1.00	0.96	0.89	0.85		0.81	0.95	0.90	0.78	0.85	0.85		0.79	0.81			0.92	0.92	0.75			0.87												0	0	0	0	0	0		0			0	0	0	0		0	0	0	0	0	0		0	0			0	0	0			0											
Y	41		3-Hexen-1-ol, (Z)- M+H-H2O NIST	Lipids and lipid-like molecules	Fatty Acyls	Fatty alcohols	HMDB0030003	3-Hexen-1-ol	Fatty Acyls [FA]	Fatty alcohols [FA05]		LMFA05000059	3Z-hexenol	FOH 6:1		UFLHIIWVXFIJGU-ARJAWSKDSA-N	C6H12O	M+H-H2O	83.0853	1	12	MSMS	8.02	8.04	8.07	8.07	8.08	0.16	0	0	0	0.571428571428571	1666.5	3124.5	1541.0	2320.3	2796.3	4780.6	982.1					1261.4																																8.04	8.08	8.06	8.07	8.05	8.07	8.02					8.07																																0.99	0.99	1.00	1.00	1.00	0.99	0.99					1.00																																0	0	0	0	0	0	0					0																															
Y	43		Betaine aldehyde cation Cat-H2O NIST	Organic nitrogen compounds	Organonitrogen compounds	Quaternary ammonium salts	HMDB0001252	Betaine aldehyde								SXKNCCSPZDCRFD-UHFFFAOYSA-N	C5H12NO	Cat-H2O	84.0805	2	9.5	MSMS	1.65	1.94	2.02	2.09	2.11	0.1	0	0	0.2	0.214285714285714								724.8, 785.3					813.7	2120.9						5596.0				9976.9																											2.10, 1.65					2.07	2.11						1.91				1.97																											0.86, 0.82					0.75	0.97						0.78				0.77																											0					0	0						0				0																			
Y	43		Betaine aldehyde cation Cat-H2O NIST	Organic nitrogen compounds	Organonitrogen compounds	Quaternary ammonium salts	HMDB0001252	Betaine aldehyde								SXKNCCSPZDCRFD-UHFFFAOYSA-N	C5H12NO	Cat-H2O	84.0805	2	12	MSMS	5.39	5.39	5.45	5.51	5.53	0.12	0.3	0	0.3	0															39357.0				36715.4		40510.9					1055.2	1133.3						1052.3																									5.39				5.39		5.39					5.51	5.53						5.51																									0.60				0.76		0.76					0.94	0.90						0.74																									0				0		0					0	0						0										
Y	43		Betaine aldehyde cation Cat-H2O NIST	Organic nitrogen compounds	Organonitrogen compounds	Quaternary ammonium salts	HMDB0001252	Betaine aldehyde								SXKNCCSPZDCRFD-UHFFFAOYSA-N	C5H12NO	Cat-H2O	84.0804	2	12	MSMS	9.87	10.06	10.24	10.24	10.25	0.2	0	0.888888888888889	0	0.142857142857143	3120.5		4355.3																																5185.9	6304.4	1978.2, 5100.6	1745.5, 5442.2	6093.9	6253.9	6132.3	5942.9		10.06		10.07																																10.24	10.24	9.87, 10.24	9.87, 10.23	10.24	10.25	10.25	10.25		0.64		0.76																																0.84	0.77	0.82, 0.78	0.82, 0.80	0.78	0.72	0.80	0.74		0		0																																0	0	0	0	0	0	0	0	
Y	43		Betaine aldehyde cation Cat-H2O NIST	Organic nitrogen compounds	Organonitrogen compounds	Quaternary ammonium salts	HMDB0001252	Betaine aldehyde								SXKNCCSPZDCRFD-UHFFFAOYSA-N	C5H12NO	Cat-H2O	84.0805	2	12	MSMS	10.93	10.95	11.32	11.47	11.49	0.49	0.7	0.888888888888889	0.2	0.571428571428571		1304.0	635.8, 996.9	1914.7	845.5, 331.1	1309.0			416.2	639.6			903.5		15475.7							15140.7						11202.9	10556.4	10502.8	10739.7	11269.3	11675.9	10859.5	2251.7	2264.2	2232.1	2377.5		2636.2	2272.6	2425.0	2210.5		10.93	11.16, 10.94	10.94	10.94, 11.16	10.95			11.49	11.49			11.16		10.94							10.94						11.33	11.32	11.33	11.31	11.32	11.32	11.32	11.47	11.47	11.45	11.48		11.48	11.48	11.48	11.48		0.87	0.85, 0.77	0.84	0.98, 0.90	0.98			0.87	0.61			0.76		0.65							0.73						0.62	0.62	0.62	0.67	0.55	0.66	0.55	0.77	0.71	0.84	0.79		0.65	0.83	0.72	0.87		0	0	0	0	0			0	0			0		0							0						0	0	0	0	0	0	0	0	0	0	0		0	0	0	0
Y	43		Betaine aldehyde cation Cat-H2O NIST	Organic nitrogen compounds	Organonitrogen compounds	Quaternary ammonium salts	HMDB0001252	Betaine aldehyde								SXKNCCSPZDCRFD-UHFFFAOYSA-N	C5H12NO	Cat-H2O	84.0804	2	12	MSMS	12.78	12.89	12.89	12.89	12.9	0.12	0	0	0.5	0.0714285714285714								1192.8								3621.0	3001.8	3267.0				3378.4	3574.4																												12.78								12.90	12.89	12.88				12.89	12.89																												0.86								0.87	0.81	0.98				0.70	0.88																												0								0	0	0				0	0																				
Y	43		Betaine aldehyde cation Cat-H2O NIST	Organic nitrogen compounds	Organonitrogen compounds	Quaternary ammonium salts	HMDB0001252	Betaine aldehyde								SXKNCCSPZDCRFD-UHFFFAOYSA-N	C5H12NO	Cat-H2O	84.0804	2	12	MSMS	16.27	16.27	16.27	16.27	16.28	0.1	0.3	0.222222222222222	0	0																														1130.5	1308.1	1179.2				1339.7	1431.8																																				16.27	16.27	16.27				16.28	16.27																																				0.62	0.61	0.51				0.76	0.76																																				0	0	0				0	0						
Y	50		2-Pyrrolidinone M+H HMDB	Organoheterocyclic compounds	Pyrrolidines	Pyrrolidones	HMDB0002039	2-Pyrrolidinone								HNJBEVLQSNELDL-UHFFFAOYSA-N	C4H7NO	M+H	86.0597	4	12	MSMS	1.56	1.58	1.58	1.59	1.6	0.67	0.9	1	1	0.214285714285714				4861.2							4752.9	4287.8			111286.7	116022.0	102927.4	109670.9	112861.1	101751.8	119779.0	123776.4	114383.2	111785.4	11952.1	11266.1	12407.2	11215.6	12010.0	10494.8		11378.7	11881.5	12516.5	1649.3	2471.8	2139.5	2570.4	2581.1	2245.1	2046.8	1627.3	1911.0				1.59							1.58	1.56			1.59	1.58	1.58	1.59	1.57	1.57	1.60	1.59	1.58	1.58	1.59	1.59	1.58	1.58	1.58	1.58		1.59	1.58	1.59	1.58	1.58	1.59	1.58	1.58	1.58	1.60	1.57	1.57				0.90							0.81	0.89			0.96	0.96	0.96	0.96	0.95	0.96	0.96	0.96	0.96	0.97	0.91	0.91	0.93	0.88	0.92	0.93		0.91	0.96	0.94	0.75	0.93	0.87	0.93	0.90	0.87	0.73	0.73	0.76				0							0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0
Y	50		2-Pyrrolidinone M+H HMDB	Organoheterocyclic compounds	Pyrrolidines	Pyrrolidones	HMDB0002039	2-Pyrrolidinone								HNJBEVLQSNELDL-UHFFFAOYSA-N	C4H7NO	M+H	86.0597	3	10	MSMS	3.09	3.09	3.11	3.11	3.12	0.1	0.2	0.333333333333333	0	0																											4918.4				5641.3				3227.0					3065.7	3380.0																													3.11				3.11				3.12					3.09	3.09																													0.86				0.86				0.75					0.84	0.73																													0				0				0					0	0		
Y	50		2-Pyrrolidinone M+H HMDB	Organoheterocyclic compounds	Pyrrolidines	Pyrrolidones	HMDB0002039	2-Pyrrolidinone								HNJBEVLQSNELDL-UHFFFAOYSA-N	C4H7NO	M+H	86.0598	2	12	MSMS	9.9	9.91	9.91	9.92	9.92	0.1	0	0	0	0.357142857142857	3322.4	5157.5	4456.7		3777.6	6173.7																																						9.90	9.92	9.91		9.91	9.92																																						0.76	0.60	0.76		0.73	0.68																																						0	0	0		0	0																																					
Y	50		2-Pyrrolidinone M+H HMDB	Organoheterocyclic compounds	Pyrrolidines	Pyrrolidones	HMDB0002039	2-Pyrrolidinone								HNJBEVLQSNELDL-UHFFFAOYSA-N	C4H7NO	M+H	86.0597	3	12	MSMS	12.23	12.24	12.24	12.25	12.33	0.12	0.1	0	0.5	0															10135.2					10378.5		11221.6	9918.3	10180.4				4561.0																														12.23					12.23		12.24	12.25	12.25				12.33																														0.86					0.91		0.92	0.86	0.87				0.86																														0					0		0	0	0				0															
Y	51		1,5-Pentanediamine M+H-NH3 NIST	Organic nitrogen compounds	Organonitrogen compounds	Amines	HMDB0002322	Cadaverine								VHRGRCVQAFMJIZ-UHFFFAOYSA-N	C5H14N2	M+H-NH3	86.0964	3	12	MSMS	7.73	7.96	8.01	8.02	8.07	0.33	1	0.444444444444444	0.2	0.0714285714285714						2602.4										5338.0							5666.7		322973.1	317680.8	321325.0	323088.6	325565.7	335566.8	333398.2	342433.0	346274.6	341603.5		7804.5		6580.4			5487.2	5301.1							7.75										7.73							7.73		8.01	8.01	8.01	8.02	8.00	8.07	8.02	8.01	8.03	8.02		7.96		7.95			7.96	7.96							0.74										0.74							1.00		0.91	0.91	0.90	0.90	0.92	0.91	0.92	0.91	0.91	0.92		0.72		0.51			0.59	0.51							0										0							0		0	0	0	0	0	0	0	0	0	0		0		0			0	0	
Y	51		1,5-Pentanediamine M+H-NH3 NIST	Organic nitrogen compounds	Organonitrogen compounds	Amines	HMDB0002322	Cadaverine								VHRGRCVQAFMJIZ-UHFFFAOYSA-N	C5H14N2	M+H-NH3	86.0962	4	9	MSMS	10.31	10.32	10.34	10.52	10.55	0.33	0	0.444444444444444	0.2	0.785714285714286	3459.4	6527.1	8602.8	12640.7			8565.4	15390.5	9567.5	17082.0		8745.6	9526.3	17319.5	450167.3			418879.0																	97465.4		96150.8				99957.1		96060.8	10.31	10.32	10.43	10.42			10.31	10.34	10.31	10.32		10.33	10.31	10.33	10.54			10.55																	10.53		10.50				10.52		10.52	0.59	0.58	0.68	0.52			0.61	0.74	0.63	0.67		0.61	0.67	0.61	0.55			0.55																	0.54		0.52				0.53		0.52	0	0	0	0			0	0	0	0		0	0	0	0			0																	0		0				0		0
Y	51		1,5-Pentanediamine M+H-NH3 NIST	Organic nitrogen compounds	Organonitrogen compounds	Amines	HMDB0002322	Cadaverine								VHRGRCVQAFMJIZ-UHFFFAOYSA-N	C5H14N2	M+H-NH3	86.0961	3	12	MSMS	17.11	17.11	17.11	17.12	17.13	0.16	0	0	0.8	0																1449.1	1415.9	1503.2	1318.7	1313.9	1498.7	1373.3		1298.1																																			17.11	17.12	17.12	17.11	17.12	17.13	17.11		17.11																																			0.72	0.64	0.57	0.72	0.80	0.78	0.76		0.78																																			0	0	0	0	0	0	0		0																			
Y	53		4-Hydroxybutanoic acid lactone M+H NIST	Organoheterocyclic compounds	Lactones	Gamma butyrolactones	HMDB0000549	gamma-Butyrolactone	Fatty Acyls [FA]	Fatty esters [FA07]	Lactones [FA0704]	LMFA07040004	Dihydrofuran-2(3H)-one	FA 4:1		YEJRWHAVMIAJKC-UHFFFAOYSA-N	C4H6O2	M+H	87.0438	2	12	MSMS	11.89	11.9	11.91	11.92	11.95	0.16	0.8	0	0	0																									2775.2	2684.0	2816.3	2917.8		2736.9	2803.1		3214.5	2897.0																																		11.91	11.92	11.90	11.91		11.95	11.89		11.90	11.92																																		0.85	0.84	0.84	0.80		0.62	0.79		0.75	0.77																																		0	0	0	0		0	0		0	0									
Y	61		Isobutyric acid M+H FiehnHILIC	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acids	HMDB0001873	Isobutyric acid	Fatty Acyls [FA]	Fatty Acids and Conjugates [FA01]	Methyl branched fatty acids [FA0102]	LMFA01020071	Isobutyric acid	FA 4:0		KQNPFQTWMSNSAP-UHFFFAOYSA-N	C4H8O2	M+H	89.0636	1	9	MSMS	1.68	1.7	1.71	1.72	1.85	0.25	1	0	0	0.214285714285714	5395.4		1795.8						2112.1																6330.9	5910.6	6360.0	5831.3	6565.8	5895.8	5863.6	6041.8	6264.1	6424.6										1.85		1.81						1.68																1.71	1.71	1.69	1.71	1.70	1.72	1.71	1.72	1.72	1.70										0.92		0.85						0.85																0.82	0.72	0.63	0.81	0.60	0.81	0.81	0.78	0.80	0.83										0		0						0																0	0	0	0	0	0	0	0	0	0									
